id,url,source,label,url_length
4920,akamai.sports.aws.discovery.com,Cisco-Umbrella,legitimate,31
2196,pwr.com.au,Majestic,legitimate,10
7863,secure.enclarapharmacia.com,Cisco-Umbrella,legitimate,27
3106,jiuyeb.cn,Majestic,legitimate,9
6889,streambox.com,Majestic,legitimate,13
5368,12ajz.la4-c2-ia5.salesforceliveagent.com,Cisco-Umbrella,legitimate,40
4848,pod-000-1172-01.backblaze.com,Cisco-Umbrella,legitimate,29
7008,datadoghq.datadoghq-enoohmediarypted.datadoghq.oohmediaomprooohmediaessprofiles.datadoghq.oohmediaomprooohmediaesspageem8.api.us3.datadoghq.com,Cisco-Umbrella,legitimate,143
7551,co.data.adobedc.net,Cisco-Umbrella,legitimate,19
8027,alllanguageresources.com,Majestic,legitimate,24
9126,qts.com,Cisco-Umbrella,legitimate,7
2531,davescomputertips.com,Majestic,legitimate,21
491,prod-portal-g6dtgna2hzcqe0hq.z01.azurefd.net,Cisco-Umbrella,legitimate,44
6568,jsweiteng.cn,Majestic,legitimate,12
7583,gravitec.net,Majestic,legitimate,12
8091,tvm.moovitapp.com,Cisco-Umbrella,legitimate,17
1303,abk.it,Majestic,legitimate,6
296,e9056.b.akamaiedge.net,Cisco-Umbrella,legitimate,22
6068,umfcv.ro,Majestic,legitimate,8
1924,onemain.sc.omtrdc.net,Cisco-Umbrella,legitimate,21
6588,grooby.com,Majestic,legitimate,10
4644,kaptivo.live,Cisco-Umbrella,legitimate,12
4899,app-api.sharegate.com,Cisco-Umbrella,legitimate,21
4564,install.fullview.io,Cisco-Umbrella,legitimate,19
6594,almostsupermom.com,Majestic,legitimate,18
1678,cndlivestock.co.za,Majestic,legitimate,18
8894,boxbeutel.eu,Majestic,legitimate,12
1689,cdn.dashjs.org.edgesuite.net,Cisco-Umbrella,legitimate,28
6147,v53.tiktokcdn.com.3730a498.jns1.swiftserve.com,Cisco-Umbrella,legitimate,46
790,ipv6.chinacdn.nespresso.com.edgekey.net,Cisco-Umbrella,legitimate,39
9460,fosberamericainc-my.sharepoint.com,Cisco-Umbrella,legitimate,34
1917,sahof.org.au,Majestic,legitimate,12
1961,70-ipv4v6e.clump.dprodmgd105.aa-rt.sharepoint.com,Cisco-Umbrella,legitimate,49
8953,rankomat.pl,Majestic,legitimate,11
3667,id.tianya.cn,Cisco-Umbrella,legitimate,12
6771,cuhk.edu.cn,Majestic,legitimate,11
4483,virtualcounselor.org,Majestic,legitimate,20
3602,cosmic-centralus-ns-2b6e94e88443.trafficmanager.net,Cisco-Umbrella,legitimate,51
665,cdn.siteimprove.net,Cisco-Umbrella,legitimate,19
8179,ipon.nl,Majestic,legitimate,7
8011,fulinot.cn,Majestic,legitimate,10
3679,pipeline.thedeal.com,Cisco-Umbrella,legitimate,20
8152,bacaansantai.com,Majestic,legitimate,16
5,haymarketbeer.com,Majestic,legitimate,17
7597,tuxreports.com,Majestic,legitimate,14
6539,o259355.ingest.sentry.io,Cisco-Umbrella,legitimate,24
6518,zhangjuanfzxs.com,Majestic,legitimate,17
4432,live324.delivery.roku.com,Cisco-Umbrella,legitimate,25
3891,ssprdedicatedsbprodscu.servicebus.windows.net,Cisco-Umbrella,legitimate,45
1765,makingsenseofaffiliatemarketing.com,Majestic,legitimate,35
8333,statistics.flurrydata.com,Cisco-Umbrella,legitimate,25
8411,3dtotal.com,Majestic,legitimate,11
1542,fmsdmzrelay85.ed.cps.intel.com,Cisco-Umbrella,legitimate,30
7004,yorkhospital.com,Majestic,legitimate,16
4228,trumpf.com,Majestic,legitimate,10
541,yohurud.top,Majestic,legitimate,11
8378,prelive.sky.co.nz,Cisco-Umbrella,legitimate,17
7427,int.jstatic.xyz,Cisco-Umbrella,legitimate,15
1257,jacksonvilleicemen.com,Majestic,legitimate,22
8611,www.google-analytics.com.1.o1f49mh68j4i.1.prx.useast.v1api.securly.com,Cisco-Umbrella,legitimate,70
5492,www.bitgo.uk,Majestic,legitimate,12
8736,ezproxy.bibliothek.kinepolis.fr,Cisco-Umbrella,legitimate,31
1200,dataplazma.com,Cisco-Umbrella,legitimate,14
362,longviewtexas.gov,Majestic,legitimate,17
226,rr1---sn-uvu5a2a5t-hutz.googlevideo.com,Cisco-Umbrella,legitimate,39
3050,glrngne.cn,Majestic,legitimate,10
8266,kamaiduo-inc.com,Majestic,legitimate,16
1402,nchamet.com,Cisco-Umbrella,legitimate,11
5276,bme.hu,Majestic,legitimate,6
3820,macsautoparts.com,Majestic,legitimate,17
2376,acehigh.ru,Majestic,legitimate,10
9425,zoeken.co.nz,Majestic,legitimate,12
2063,audio-dc6-t3-2-v4v6.pandora.com,Cisco-Umbrella,legitimate,31
356,forumpolish.com,Majestic,legitimate,15
5921,eatwisconsincheese.com,Majestic,legitimate,22
4074,mortgageapplicationservice.co.uk,Cisco-Umbrella,legitimate,32
7494,remits.zirmed.com,Cisco-Umbrella,legitimate,17
9841,secure.bluepay.com,Cisco-Umbrella,legitimate,18
8233,api-cf-latency.samsungconsent.com,Cisco-Umbrella,legitimate,33
6952,cdn1.roadster.com,Cisco-Umbrella,legitimate,17
4429,aboutprosolution.com,Majestic,legitimate,20
9877,brewersfayre.co.uk,Majestic,legitimate,18
70,bbp-mettle.co.uk,Cisco-Umbrella,legitimate,16
9376,emappsb2cpro.b2clogin.com,Cisco-Umbrella,legitimate,25
9678,edugeekjournal.com,Majestic,legitimate,18
3129,q2-prod-alb-jira-363106594.us-east-2.elb.amazonaws.com,Cisco-Umbrella,legitimate,54
1086,dinafem.org,Majestic,legitimate,11
3612,q39kc.com,Majestic,legitimate,9
6702,dearbreakfast.com,Majestic,legitimate,17
3589,digital.etihad.com,Cisco-Umbrella,legitimate,18
6329,neoknet.com,Cisco-Umbrella,legitimate,11
7230,security.wechat.com,Cisco-Umbrella,legitimate,19
4775,mxb-004e2d01.gslb.pphosted.com,Cisco-Umbrella,legitimate,30
3849,traintimes.org.uk,Majestic,legitimate,17
5170,dachews.meituan.com,Cisco-Umbrella,legitimate,19
4313,jxasapvcrooftile.com,Majestic,legitimate,20
7603,rr1---sn-5pgnugx5h-hn2s.googlevideo.com,Cisco-Umbrella,legitimate,39
3514,bseglobal.net,Cisco-Umbrella,legitimate,13
9748,poap8.com,Majestic,legitimate,9
4919,interactiveclips.com,Majestic,legitimate,20
7570,www.sohomod.com,Cisco-Umbrella,legitimate,15
8777,alchemysystems.com,Majestic,legitimate,18
6325,cpc-ccp.com,Majestic,legitimate,11
3972,bf03768tsx.bf.dynatrace.com,Cisco-Umbrella,legitimate,27
7276,12ecg.la4-c2-ia5.salesforceliveagent.com,Cisco-Umbrella,legitimate,40
7455,sigmund.headway.co,Cisco-Umbrella,legitimate,18
5981,kennfeld.hostedrmm.com,Cisco-Umbrella,legitimate,22
9443,api-glb-den.smoot.apple.com,Cisco-Umbrella,legitimate,27
3822,elara.okta.com,Cisco-Umbrella,legitimate,14
3560,shixunsuda.com,Cisco-Umbrella,legitimate,14
7651,acacompliancegroup.lightning.force.com,Cisco-Umbrella,legitimate,38
9323,zmxd.cn,Cisco-Umbrella,legitimate,7
4353,silifkeeskort.xyz,Majestic,legitimate,17
4675,hotlib.com,Majestic,legitimate,10
5046,us.patch.battle.net,Cisco-Umbrella,legitimate,19
2466,rr3---sn-4g5ednsk.gvt1.com,Cisco-Umbrella,legitimate,26
7306,cashu.com,Majestic,legitimate,9
79,muenkel.eu,Majestic,legitimate,10
6212,wavpub.com,Cisco-Umbrella,legitimate,10
4673,tsubaki.eu,Majestic,legitimate,10
4933,isgap.org,Majestic,legitimate,9
5829,aboardamusement.com,Cisco-Umbrella,legitimate,19
4794,atwebpages.com,Majestic,legitimate,14
5184,abed.org.br,Majestic,legitimate,11
6107,contextual-help.gservice.emarsys.net,Cisco-Umbrella,legitimate,36
8988,fzi.de,Majestic,legitimate,6
4116,stg.api.bazaarvoice.com,Cisco-Umbrella,legitimate,23
5815,www.splashoftaste.com,Cisco-Umbrella,legitimate,21
6243,doverport.co.uk,Majestic,legitimate,15
9497,gljgzm.com,Majestic,legitimate,10
1130,alumnosunir-my.sharepoint.com,Cisco-Umbrella,legitimate,29
6306,gromelink-pingfi.sgameglobal.com,Cisco-Umbrella,legitimate,32
5076,ng-life.jp,Majestic,legitimate,10
1731,edge-073.uslax2.icloud-content.com,Cisco-Umbrella,legitimate,34
1812,volkswagengroup-my.sharepoint.com,Cisco-Umbrella,legitimate,33
5283,nordea.d3.sc.omtrdc.net,Cisco-Umbrella,legitimate,23
2993,rr3.sn-vgqsknld.googlevideo.com,Cisco-Umbrella,legitimate,31
1145,juxiangtian.com,Majestic,legitimate,15
9608,goshlondon.com,Majestic,legitimate,14
3713,promotions.echo-usa.com,Cisco-Umbrella,legitimate,23
5925,maz-sound.com,Majestic,legitimate,13
9244,doc-0g-9c-apps-viewer.googleusercontent.com,Cisco-Umbrella,legitimate,43
3055,vegagerdin.is,Majestic,legitimate,13
964,engage-fp.ajc.com,Cisco-Umbrella,legitimate,17
5328,us.lskd.co,Cisco-Umbrella,legitimate,10
2588,betterretailing.com,Majestic,legitimate,19
3868,bed-11.uk.clara.net,Cisco-Umbrella,legitimate,19
7346,bluemountainqualityresour.sharepoint.com,Cisco-Umbrella,legitimate,40
1025,ba.progressive.com,Cisco-Umbrella,legitimate,18
8632,no-ip.com,Majestic,legitimate,9
9316,viagrabytffa.com,Majestic,legitimate,16
3498,api.just-eat.io.cdn.cloudflare.net,Cisco-Umbrella,legitimate,34
4726,express-production-iothubus3-3002.azure-devices.net,Cisco-Umbrella,legitimate,51
6219,zailaboratory.com,Majestic,legitimate,17
492,hotaugustnights.net,Majestic,legitimate,19
3114,ebroker-push.santander.pt,Cisco-Umbrella,legitimate,25
2962,fundagan.org.co,Majestic,legitimate,15
3423,escorteskisehirde.com,Majestic,legitimate,21
4631,safgtechnologies.demdex.net,Cisco-Umbrella,legitimate,27
9797,stateofnature.org.uk,Majestic,legitimate,20
7943,nidvsblobprodeus2183.blob.core.windows.net,Cisco-Umbrella,legitimate,42
2795,caminandofronteras.org,Majestic,legitimate,22
5237,belezanaweb.com.br,Majestic,legitimate,18
8234,speedtest.ams.t-mobile.nl,Cisco-Umbrella,legitimate,25
9300,files.na07.mdstaff.com,Cisco-Umbrella,legitimate,22
9294,13680259.fls.doubleclick.net,Cisco-Umbrella,legitimate,28
3384,gianni-ferrari.ru,Majestic,legitimate,17
9224,www.workweargrouponline.com.au,Cisco-Umbrella,legitimate,30
8035,performanceflight.com,Majestic,legitimate,21
4695,xd.client.api.vpngate2.jp,Cisco-Umbrella,legitimate,25
3695,wpfruits.com,Majestic,legitimate,12
4911,mychart.et0502.epichosted.com,Cisco-Umbrella,legitimate,29
6232,boliviavpn.com,Majestic,legitimate,14
8482,maybach-manufaktur.com,Majestic,legitimate,22
8935,vaabrowse.virginatlantic.com,Cisco-Umbrella,legitimate,28
7704,simplifyem.com,Majestic,legitimate,14
2307,pawndetroit.com,Majestic,legitimate,15
4164,fvvc2-1.fna.whatsapp.net,Cisco-Umbrella,legitimate,24
7072,cicridt344333.ri.marrcorp.marriott.com,Cisco-Umbrella,legitimate,38
8510,use2-cdn.ads-m.net,Cisco-Umbrella,legitimate,18
4846,slowomamoc.pl,Majestic,legitimate,13
5778,bdrg.de,Majestic,legitimate,7
4567,duxile.best,Majestic,legitimate,11
2096,cruise-api.aida.de,Cisco-Umbrella,legitimate,18
9463,appbackupapi.micloud.xiaomi.net,Cisco-Umbrella,legitimate,31
3204,guruyes.com,Majestic,legitimate,11
5325,p26-smtp.mail.me.com,Cisco-Umbrella,legitimate,20
5934,maxwell.iowa.gov,Cisco-Umbrella,legitimate,16
2495,symbolsage.com,Majestic,legitimate,14
3424,www.pchelpsoft.com,Cisco-Umbrella,legitimate,18
9234,hunt-saas-files.s3.us-east-1.amazonaws.com,Cisco-Umbrella,legitimate,42
7526,analytics.tylenol.com,Cisco-Umbrella,legitimate,21
9716,liuhelaw.com,Majestic,legitimate,12
3776,blogspot.com.ng,Majestic,legitimate,15
6693,kvhmediagroup.com,Cisco-Umbrella,legitimate,17
2766,sarkanniemi.fi,Majestic,legitimate,14
3386,221.encorebostonharbor.com,Cisco-Umbrella,legitimate,26
8870,fds.v.mi-dun.com,Cisco-Umbrella,legitimate,16
9365,cfj.org,Majestic,legitimate,7
9809,perpetualvl2021.client-eng.a2z.com,Cisco-Umbrella,legitimate,34
3230,48hourfilm.com,Majestic,legitimate,14
8923,china95.net,Majestic,legitimate,11
5087,doc-04-7k-apps-viewer.googleusercontent.com,Cisco-Umbrella,legitimate,43
5337,juzhengsiwang.com,Majestic,legitimate,17
3885,czfchs.com,Majestic,legitimate,10
518,cardu.com.tw,Majestic,legitimate,12
3587,0abbcc19af48460598e8c749d02d66f5.js.ubembed.com,Cisco-Umbrella,legitimate,47
4781,epdg.epc.mnc152.mcc502.pub.3gppnetwork.org,Cisco-Umbrella,legitimate,42
4435,rdgateway-c101-eus2-r1.wvd.microsoft.com,Cisco-Umbrella,legitimate,40
5662,connect.garmin.com,Cisco-Umbrella,legitimate,18
4095,marksandspencer.com.ssl.d3.sc.omtrdc.net,Cisco-Umbrella,legitimate,40
8798,datingchief.net,Majestic,legitimate,15
7544,p19-pu-sign-ie.tiktokcdn-eu.com,Cisco-Umbrella,legitimate,31
5841,rr5---sn-fja-q5jl.googlevideo.com,Cisco-Umbrella,legitimate,33
8523,www.eport.equifax.com,Cisco-Umbrella,legitimate,21
4570,acadel.org,Majestic,legitimate,10
9213,atollic.com,Majestic,legitimate,11
635,activity.fiverr.com,Cisco-Umbrella,legitimate,19
1744,sevendreamers.com,Majestic,legitimate,17
6279,smallred233.cn,Majestic,legitimate,14
8845,browser-suggestions.kids.amazon.dev,Cisco-Umbrella,legitimate,35
6429,zillahschools.sharepoint.com,Cisco-Umbrella,legitimate,28
5445,rideproweb.com,Cisco-Umbrella,legitimate,14
4941,streaming.shoutcast.com,Cisco-Umbrella,legitimate,23
7293,191755-ipv4v6.farm.dprodmgd105.aa-rt.sharepoint.com.dual-spo-0005.spo-msedge.net,Cisco-Umbrella,legitimate,80
5201,workplaceservices.fidelity.com.edgekey.net,Cisco-Umbrella,legitimate,42
9424,api.hybrid.intl.xiaomi.com,Cisco-Umbrella,legitimate,26
2401,fruhhng.top,Majestic,legitimate,11
5680,online.dfcufinancial.com,Cisco-Umbrella,legitimate,24
3259,news.uga.edu,Cisco-Umbrella,legitimate,12
7100,spastv.ru,Majestic,legitimate,9
5682,staravenue.co.th,Majestic,legitimate,16
2017,a1399.casalemedia.com,Cisco-Umbrella,legitimate,21
355,amsnotifier.delaval.com,Cisco-Umbrella,legitimate,23
3403,91boshi.net,Majestic,legitimate,11
9658,bl.files.1drv.com,Cisco-Umbrella,legitimate,17
7792,autodiscover.saddlecreeklogistics.onmicrosoft.com,Cisco-Umbrella,legitimate,49
4072,botario.com,Cisco-Umbrella,legitimate,11
2644,edge-209.nlhfd1.ce.apple-dns.net,Cisco-Umbrella,legitimate,32
9457,siretoko.com,Majestic,legitimate,12
7605,stelladot.com,Majestic,legitimate,13
1511,assets.bm-cdn.net,Cisco-Umbrella,legitimate,17
5514,wssh-prod.corp.amazon.com,Cisco-Umbrella,legitimate,25
1691,196615-ipv4v6e.farm.dprodmgd106.aa-rt.sharepoint.com,Cisco-Umbrella,legitimate,52
8167,a4174.casalemedia.com,Cisco-Umbrella,legitimate,21
1365,schools.pikmykid.com,Cisco-Umbrella,legitimate,20
3523,modplug.com,Majestic,legitimate,11
1902,trnvoku.cz,Majestic,legitimate,10
9984,5-edge-chat.facebook.com,Cisco-Umbrella,legitimate,24
2002,cdnsm3-ss5.sharpschool.com,Cisco-Umbrella,legitimate,26
5854,magadhuniversity.ac.in,Majestic,legitimate,22
8781,casino-bonus.club,Majestic,legitimate,17
3003,acne101.info,Majestic,legitimate,12
3782,flightsimulator.azureedge.net,Cisco-Umbrella,legitimate,29
5420,runfasteatslow.com,Majestic,legitimate,18
6356,dynprod.netflix.net,Cisco-Umbrella,legitimate,19
3579,getafreelancer.com,Majestic,legitimate,18
2480,wsinm-a-3.prod.infra.webex.com,Cisco-Umbrella,legitimate,30
8582,ak.omc.samsungapps.com,Cisco-Umbrella,legitimate,22
553,kmsihosting.com,Cisco-Umbrella,legitimate,15
8645,webstats.uni-mannheim.de,Cisco-Umbrella,legitimate,24
5687,phusionpassenger.com,Majestic,legitimate,20
3826,thehelloamerica.com,Majestic,legitimate,19
4289,hasselbladusa.com,Majestic,legitimate,17
268,marketing.max.com,Cisco-Umbrella,legitimate,17
4498,sacmex.cdmx.gob.mx,Cisco-Umbrella,legitimate,18
7478,loops.jp,Majestic,legitimate,8
3221,eturkey.net,Majestic,legitimate,11
6881,printabelle.com,Majestic,legitimate,15
5852,kuma.art,Majestic,legitimate,8
1221,mcc250.pub.3gppnetwork.org,Cisco-Umbrella,legitimate,26
6150,code.qtestnet.com,Cisco-Umbrella,legitimate,17
6886,golden-farm.biz,Majestic,legitimate,15
5625,vpn-cdc3d.convergys.com,Cisco-Umbrella,legitimate,23
9724,amateurishnessawlessmart.gq,Majestic,legitimate,27
8212,lppool.catalogsites.net,Cisco-Umbrella,legitimate,23
7095,a2225.casalemedia.com,Cisco-Umbrella,legitimate,21
4444,hospitalitytech.com,Majestic,legitimate,19
3185,meibibang.com,Majestic,legitimate,13
757,im.xueqiu.com,Cisco-Umbrella,legitimate,13
180,roxot-panel.com,Cisco-Umbrella,legitimate,15
1364,caveofprogramming.com,Majestic,legitimate,21
4943,gatag.net,Majestic,legitimate,9
2839,rsf.org,Majestic,legitimate,7
4263,tampere.fi,Majestic,legitimate,10
9760,amscowindows.com,Cisco-Umbrella,legitimate,16
4113,ti-advisors.com,Majestic,legitimate,15
15,ldcws.pcpf.panasonic.com,Cisco-Umbrella,legitimate,24
4005,commerce.us-east-1.marketplace.aws.a2z.com,Cisco-Umbrella,legitimate,42
6960,api.amiami.com,Cisco-Umbrella,legitimate,14
9629,hroffice.com,Cisco-Umbrella,legitimate,12
6755,static-business.msk.ertelecom.ru,Cisco-Umbrella,legitimate,32
5523,pwkhiq.cn,Majestic,legitimate,9
7557,ittf.com,Majestic,legitimate,8
8272,www.nelnet.net,Cisco-Umbrella,legitimate,14
3863,ygczst.com,Majestic,legitimate,10
8914,yquvfph.cn,Majestic,legitimate,10
8334,photorankapi-a.akamaihd.net.edgesuite.net,Cisco-Umbrella,legitimate,41
7092,dealmoon.com.edgekey.net.globalredir.akadns.net,Cisco-Umbrella,legitimate,47
8032,j-body.org,Majestic,legitimate,10
9533,www.webmerge.me,Cisco-Umbrella,legitimate,15
3184,zbhazsappp.cloudapp.net,Cisco-Umbrella,legitimate,23
3497,nabbyscatering.com,Cisco-Umbrella,legitimate,18
5923,www.vikingcruises.com,Cisco-Umbrella,legitimate,21
7188,us3.datadoghq.usage-oohmediaomprooohmediaessmysql.us3.datadoghq.datadoghq-enoohmediarypted.datadoghqsql6.oohmediaomprooohmediaessmysql.datadoghq.oohmediaomprooohmediaesspage-lab.api.us3.datadoghq.com,Cisco-Umbrella,legitimate,199
5091,jsny158.com,Majestic,legitimate,11
3181,atexcloud.io,Cisco-Umbrella,legitimate,12
1910,seorankerpro65.ml,Majestic,legitimate,17
8002,yzwb.net,Majestic,legitimate,8
5029,clearout.io,Majestic,legitimate,11
6882,qpprd.azurefd.net,Cisco-Umbrella,legitimate,17
2558,plantprefab.com,Majestic,legitimate,15
8287,ph.hivetechnologylabs.com,Cisco-Umbrella,legitimate,25
8545,df-mic.mob.com,Cisco-Umbrella,legitimate,14
7628,yourcreditcardinfo.com,Cisco-Umbrella,legitimate,22
2248,seafight.com,Majestic,legitimate,12
6299,uninsubria.eu,Majestic,legitimate,13
8540,ghostgum.com.au,Majestic,legitimate,15
5767,api.2kcoretech.online,Cisco-Umbrella,legitimate,21
5979,ap-southeast-win.s4mdsp.com,Cisco-Umbrella,legitimate,27
9183,ci.pasadena.tx.us,Cisco-Umbrella,legitimate,17
7181,chat.instinct.trimble.com,Cisco-Umbrella,legitimate,25
2973,addon-fulcrumasset.eu.goskope.com,Cisco-Umbrella,legitimate,33
1855,colliers.com,Majestic,legitimate,12
8408,amityuniversity.ae,Majestic,legitimate,18
4553,avgfunds.com,Majestic,legitimate,12
3682,freecreditscore.americanexpress.com,Cisco-Umbrella,legitimate,35
1614,534000930.collect.igodigital.com,Cisco-Umbrella,legitimate,32
6491,cmcforum.com,Majestic,legitimate,12
1954,albertarecycling.ca,Majestic,legitimate,19
9768,jbgsmith.printercloud.com,Cisco-Umbrella,legitimate,25
9579,addic7ed.com,Majestic,legitimate,12
3222,hyenadata.com,Cisco-Umbrella,legitimate,13
1310,highwinds-cdn.com,Cisco-Umbrella,legitimate,17
1093,webmail.pub.mailpod2-cph3.one.com,Cisco-Umbrella,legitimate,33
6343,floridafarmworkers.org,Majestic,legitimate,22
3787,tick.busterry.com,Cisco-Umbrella,legitimate,17
7448,hotelday.com.tw,Majestic,legitimate,15
6111,internal.mmc.com,Cisco-Umbrella,legitimate,16
3944,ankevo.com,Majestic,legitimate,10
3981,meckbar.org,Majestic,legitimate,11
5706,lafishblog.com,Cisco-Umbrella,legitimate,14
1849,mobile.pumb.ua,Cisco-Umbrella,legitimate,14
1870,z63929.cn,Majestic,legitimate,9
3112,pitneybowes.com,Majestic,legitimate,15
7856,wscdn02.exitlag.net,Cisco-Umbrella,legitimate,19
1142,judy.pnap.aditude.cloud,Cisco-Umbrella,legitimate,23
7439,msgcu.org,Majestic,legitimate,9
5554,yinluobj.com,Majestic,legitimate,12
9002,r4---sn-u0g3jxaa-5q5s.googlevideo.com,Cisco-Umbrella,legitimate,37
7245,rs003tra.balbix.net,Cisco-Umbrella,legitimate,19
8360,akamai-san35.exacttarget.com.edgekey.net,Cisco-Umbrella,legitimate,40
5209,divinityoriginalsin.com,Majestic,legitimate,23
1298,e.johndeere.com,Cisco-Umbrella,legitimate,15
8165,unf-unf.de,Majestic,legitimate,10
640,static.texassports.com,Cisco-Umbrella,legitimate,22
1995,scinfradev.com,Cisco-Umbrella,legitimate,14
5453,jacobinitalia.it,Majestic,legitimate,16
3867,readyforwildfire.org,Majestic,legitimate,20
2985,kms-cdn.kiotviet.vn,Cisco-Umbrella,legitimate,19
4534,zhealthpublishing.com,Cisco-Umbrella,legitimate,21
9251,blkmaxhospital.com,Majestic,legitimate,18
7035,roboticsandautomationnews.com,Majestic,legitimate,29
923,crtpipd.cn,Majestic,legitimate,10
8665,realm-dev.mongodb.com,Cisco-Umbrella,legitimate,21
216,marinelayer.com,Majestic,legitimate,15
7422,us3.datadoghq.usage-oohmediaomprooohmediaessprofiles.us3.datadoghq.datadoghq-enoohmediarypted.engineering.oohmediaomprooohmediaessprofiles.datadoghq.oohmediaomprooohmediaesspage.api.us3.datadoghq.com,Cisco-Umbrella,legitimate,199
1871,empyreanbenefits.com,Cisco-Umbrella,legitimate,20
3902,luka-kp.si,Majestic,legitimate,10
2365,gforces.san.cloudinary.com,Cisco-Umbrella,legitimate,26
4218,diverite.tw,Majestic,legitimate,11
2950,monkeypark.jp,Majestic,legitimate,13
907,resources.bamboohr.com,Cisco-Umbrella,legitimate,22
4950,amedia.online,Cisco-Umbrella,legitimate,13
399,crecla.jp,Majestic,legitimate,9
444,cartoonhangover.com,Majestic,legitimate,19
527,virtualofficesystems.biz,Majestic,legitimate,24
6529,stephenmcguigan-cigna.gallerycdn.vsassets.io,Cisco-Umbrella,legitimate,44
7062,www.contractortalk.com,Cisco-Umbrella,legitimate,22
7670,teatrostabileveneto.it,Majestic,legitimate,22
2683,apistatus2.linkv2.com,Cisco-Umbrella,legitimate,21
1974,askform.cn,Majestic,legitimate,10
5642,spkc.gov.lv,Majestic,legitimate,11
1805,elkhadra.com,Majestic,legitimate,12
6123,zithromaxeng.com,Majestic,legitimate,16
6503,scontent.flos3-2.fna.fbcdn.net,Cisco-Umbrella,legitimate,30
